,Title,Year,Audience,Runtime,Rating,Earnings,Color,Genres,G_Action,G_Adventure,G_Animation,G_Biography,G_Comedy,G_Crime,G_Documentary,G_Drama,G_Family,G_Fantasy,G_History,G_Horror,G_Music,G_Musical,G_Mystery,G_Romance,G_SciFi,G_Thriller,G_War,G_Western
741,Presumed Innocent,1990,R,127,6.9,221303188,#0f0a0e,"['Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
742,Jungle Cruise,2021,PG-13,127,6.6,220889446,#617575,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
743,Scary Movie 3,2003,PG-13,84,5.5,220673217,#585c6a,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,Collateral,2004,R,120,7.5,220239925,#514a40,"['Action', 'Crime', 'Drama']",True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
745,Inferno,2016,PG-13,121,6.2,220021259,#50443d,"['Action', 'Adventure', 'Crime']",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746,Knocked Up,2007,R,129,7,219922417,#cab8b3,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
747,Green Lantern,2011,PG-13,114,5.5,219851172,#227173,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
748,What Happens in Vegas,2008,PG-13,99,6.1,219375562,#f0cba4,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
749,It's Complicated,2009,R,120,6.5,219103655,#bc9d86,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
750,The Terminal,2004,PG-13,128,7.4,219100084,#4e362b,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
751,Captain Phillips,2013,PG-13,134,7.8,218791811,#c7cac9,"['Action', 'Biography', 'Crime']",True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
752,The Prince of Egypt,1998,PG,99,7.1,218613188,#f7b814,"['Animation', 'Adventure', 'Drama']",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
753,Jack Reacher,2012,PG-13,130,7,218340595,#4e3624,"['Action', 'Mystery', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
754,Kingdom of Heaven,2005,R,144,7.2,218122627,#427194,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
755,The Emoji Movie,2017,PG,86,3.3,217776646,#e9cb54,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
756,Dracula Untold,2014,PG-13,92,6.2,217124280,#0f0f18,"['Action', 'Drama', 'Fantasy']",True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
757,Central Intelligence,2016,PG-13,107,6.3,216972543,#ecc510,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
758,Million Dollar Baby,2004,PG-13,132,8.1,216763646,#30292a,"['Drama', 'Sport']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
759,The Help,2011,PG-13,146,8.1,216639112,#e0b740,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
760,Twins,1988,PG,107,6.1,216614388,#66a8d6,"['Comedy', 'Crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
761,Little Women,2019,PG,135,7.8,216601214,#5f564c,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
762,Valentine's Day,2010,PG-13,125,5.7,216485654,#8f6d5c,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
763,Bad Teacher,2011,R,92,5.7,216197492,#ab8459,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
764,A Little Red Flower,2020,Not Rated,122,6.7,216000000,#645d52,"['Drama', 'Family']",False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
765,The Croods: A New Age,2020,PG,95,7,215905815,#1db1e6,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
766,Clear and Present Danger,1994,PG-13,141,6.9,215887717,#3c3e49,"['Action', 'Crime', 'Drama']",True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
767,One Hundred and One Dalmatians,1961,G,79,7.3,215880014,#f8f410,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
768,Ted 2,2015,R,115,6.3,215863606,#b5b18b,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
769,Dracula,1992,R,128,7.4,215862692,#62666c,"['Drama', 'Fantasy', 'Horror']",False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
770,Vertical Limit,2000,PG-13,124,5.9,215663859,#424975,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
771,Ghostbusters II,1989,PG,108,6.6,215394738,#734057,"['Action', 'Comedy', 'Fantasy']",True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
772,The Patriot,2000,R,165,7.2,215294342,#843610,"['Action', 'Drama', 'History']",True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
773,The Sorcerer's Apprentice,2010,PG,109,6.1,215283742,#315343,"['Action', 'Adventure', 'Family']",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
774,Just Go with It,2011,PG-13,117,6.4,214945591,#418fcc,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
775,The Expendables 3,2014,PG-13,126,6.1,214657577,#41475b,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
776,Dirty Dancing,1987,PG-13,100,7,214577242,#311743,"['Drama', 'Music', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
777,Creed II,2018,PG-13,130,7.1,214215889,#484241,"['Drama', 'Sport']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
778,Public Enemies,2009,R,140,7,214104620,#dcdeda,"['Action', 'Biography', 'Crime']",True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
779,Smallfoot,2018,PG,96,6.6,214040103,#3075b5,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780,The Bourne Identity,2002,PG-13,119,7.9,214034224,#e5972f,"['Action', 'Mystery', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
781,Disclosure,1994,R,128,6.1,214015089,#d6b79c,"['Drama', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
782,Pulp Fiction,1994,R,154,8.9,213928762,#dbad3c,"['Crime', 'Drama']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
783,The Aviator,2004,PG-13,170,7.5,213719942,#555460,"['Biography', 'Drama']",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
784,"Crouching Tiger, Hidden Dragon",2000,PG-13,120,7.9,213525736,#dcd314,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
785,Braveheart,1995,R,178,8.4,213216216,#6a4f3e,"['Biography', 'Drama', 'History']",False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
786,Into the Woods,2014,PG,125,5.9,212902372,#36464d,"['Adventure', 'Comedy', 'Drama']",False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
787,Bedtime Stories,2008,PG,99,6,212874864,#ba8050,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
788,Miss Congeniality,2000,PG-13,109,6.3,212742720,#af214b,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789,Entrapment,1999,PG-13,113,6.3,212404396,#c54b0e,"['Action', 'Crime', 'Romance']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
790,Ace Ventura: When Nature Calls,1995,PG-13,90,6.4,212385533,#747b85,"['Adventure', 'Comedy', 'Crime']",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
791,End of Days,1999,R,122,5.8,211989043,#683634,"['Action', 'Fantasy', 'Horror']",True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
792,Bridget Jones's Baby,2016,R,123,6.5,211952420,#dbbab0,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
793,Fury,2014,R,134,7.6,211822697,#eaebef,"['Action', 'Drama', 'War']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
794,Battle Los Angeles,2011,PG-13,116,5.7,211819354,#97a5a2,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
795,Australia,2008,PG-13,165,6.6,211787511,#805e3d,"['Adventure', 'Drama', 'Romance']",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
796,Due Date,2010,R,95,6.5,211780824,#4c403a,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
797,Master and Commander: The Far Side of the World,2003,PG-13,138,7.4,211622535,#2c4054,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
798,A Series of Unfortunate Events,2004,PG,108,6.8,211468235,#638094,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
799,The Little Mermaid,1989,G,83,7.6,211343479,#2389c0,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
800,District 9,2009,R,112,7.9,210888950,#473c35,"['Action', 'Sci-Fi', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
801,Moonraker,1979,PG,126,6.3,210308099,#5d5b5a,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
802,The Others,2001,PG-13,104,7.6,209947037,#e4cdad,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
803,Horrible Bosses,2011,R,98,6.9,209838559,#a58681,"['Comedy', 'Crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
804,Us and Them,2018,Not Rated,120,7.4,209221380,#77879a,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
805,Red Dragon,2002,R,124,7.2,209196298,#6a0a08,"['Crime', 'Drama', 'Thriller']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
806,Tomorrowland,2015,PG,130,6.4,209035668,#688c9e,"['Action', 'Adventure', 'Family']",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
807,Me Before You,2016,PG-13,106,7.4,208314186,#c7af9e,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
808,Safe House,2012,R,115,6.7,208076205,#353030,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
809,S.W.A.T.,2003,PG-13,117,6,207725639,#935b39,"['Action', 'Adventure', 'Crime']",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
810,Traffic,2000,R,147,7.6,207515725,#88552b,"['Crime', 'Drama', 'Thriller']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
811,The Fast and the Furious,2001,PG-13,106,6.8,207305509,#513a2f,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
812,Paranormal Activity 3,2011,R,83,5.8,207039844,#345171,"['Horror', 'Mystery']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
813,Philadelphia,1993,PG-13,125,7.7,206678440,#3e3f4d,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
814,Sleepy Hollow,1999,R,105,7.3,206071502,#081014,"['Fantasy', 'Horror', 'Mystery']",False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
815,The Holiday,2006,PG-13,136,6.9,205850134,#4d362c,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
816,Raging Fire,2021,Not Rated,126,6.6,205846481,#708e8b,"['Action', 'Adventure', 'Crime']",True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
817,The Jungle Book,1967,G,78,7.6,205843612,#cbbf68,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,London Has Fallen,2016,R,99,5.9,205754447,#90201a,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
819,The Break-Up,2006,PG-13,106,5.8,205668210,#7c7d84,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
820,Journey to the West,2013,PG-13,110,6.8,205637183,#b38a57,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821,JFK,1991,R,189,8,205405498,#a9412f,"['Drama', 'History', 'Thriller']",False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
822,White House Down,2013,PG-13,131,6.3,205366737,#557789,"['Action', 'Drama', 'Thriller']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
823,A Dog's Purpose,2017,PG,100,7.2,205035819,#c6894f,"['Adventure', 'Comedy', 'Drama']",False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
824,Ponyo,2008,G,101,7.6,204826668,#0b77c1,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825,Fun with Dick and Jane,2005,PG-13,90,6.2,204681899,#ca1b2d,"['Comedy', 'Crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
826,Eat Pray Love,2010,PG-13,133,5.8,204594016,#2f444d,"['Biography', 'Drama', 'Romance']",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
827,You Don't Mess with the Zohan,2008,PG-13,113,5.6,204313400,#67c6ef,"['Action', 'Comedy']",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,The Addams Family,2019,PG,86,5.8,203783845,#502821,"['Animation', 'Comedy', 'Family']",False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
829,King Arthur,2004,PG-13,126,6.3,203567857,#664e3c,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
830,Hairspray,2007,PG,117,6.8,203553311,#c27d52,"['Comedy', 'Drama', 'Musical']",False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
831,Yogi Bear,2010,PG,80,4.6,203509374,#5573af,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,Everest,2015,PG-13,121,7.1,203427584,#5685ab,"['Action', 'Adventure', 'Biography']",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
833,Vanilla Sky,2001,R,136,6.9,203388341,#6a8fbf,"['Fantasy', 'Mystery', 'Romance']",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
834,Arrival,2016,PG-13,116,7.9,203388186,#87775e,"['Drama', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
835,Need for Speed,2014,PG-13,132,6.4,203277636,#3e4d83,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
836,Garfield,2004,PG,80,5,203172417,#84472b,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
837,Patch Adams,1998,PG-13,115,6.8,202292902,#7f462e,"['Biography', 'Comedy', 'Drama']",False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
838,The Conjuring: The Devil Made Me Do It,2021,R,112,6.3,202031050,#673e39,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
839,Teenage Mutant Ninja Turtles,1990,PG,93,6.8,201965915,#33746b,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
840,Kindergarten Cop,1990,PG-13,111,6.2,201957688,#142030,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
841,Birds of Prey,2020,R,109,6,201858461,#4f8e79,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
842,Straight Outta Compton,2015,R,147,7.8,201634991,#b7b7b7,"['Biography', 'Drama', 'History']",False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
843,21 Jump Street,2012,R,109,7.2,201585328,#808f98,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
844,Valkyrie,2008,PG-13,121,7.1,201545517,#c1bebe,"['Drama', 'History', 'Thriller']",False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
845,Open Season,2006,PG,86,6.1,200811689,#a75634,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
846,Cats & Dogs,2001,PG,87,5.1,200687492,#2e384e,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
847,The Hunt for Red October,1990,PG,135,7.6,200512643,#f70102,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
848,Percy Jackson: Sea of Monsters,2013,PG,106,5.8,199850315,#c4865e,"['Adventure', 'Family', 'Fantasy']",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
849,Two Weeks Notice,2002,PG-13,101,6.1,199043471,#e8d9c5,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
850,RED,2010,PG-13,111,7,199006387,#dc0d05,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
851,Shock Wave 2,2020,Not Rated,120,6.6,198921659,#e27f2f,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
852,City of Angels,1998,PG-13,114,6.7,198685114,#e19d6d,"['Drama', 'Fantasy', 'Romance']",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
853,The Pacifier,2005,PG,95,5.6,198636868,#d6bcb8,"['Action', 'Comedy', 'Drama']",True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
854,50 First Dates,2004,PG-13,99,6.8,198520934,#ce9f8c,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
855,Total Recall,2012,PG-13,118,6.2,198467168,#546e6c,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
856,The Island,2018,Not Rated,134,6.2,198326350,#898c76,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
857,The Impossible,2012,PG-13,114,7.6,198087212,#c5cadd,"['Adventure', 'Drama', 'History']",False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
858,Lost in Thailand,2012,Not Rated,105,6.2,197757387,#dbb674,"['Adventure', 'Comedy', 'Drama']",False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
859,Christopher Robin,2018,PG,104,7.2,197744377,#dac399,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
860,Jack the Giant Slayer,2013,PG-13,114,6.3,197687603,#5e5f4c,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
861,Smurfs: The Lost Village,2017,PG,90,6,197183546,#2b4b81,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
862,Chinese Doctors,2021,Not Rated,129,4.6,197143218,#5c93b3,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
863,Spy Kids 3: Game Over,2003,PG,84,4.3,197101678,#992e21,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
864,Panic Room,2002,R,112,6.8,197079546,#665e58,"['Crime', 'Drama', 'Thriller']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
865,The Other Woman,2014,PG-13,109,6,196710396,#dfc0b4,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
866,Stargate,1994,PG-13,116,7,196567262,#c55d2d,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
867,Beowulf,2007,PG-13,115,6.3,196393745,#dbedf2,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
868,The Vow,2012,PG-13,104,6.8,196114570,#b67145,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
869,Ghostbusters: Afterlife,2021,PG-13,124,7.2,196058897,#6e5425,"['Adventure', 'Comedy', 'Fantasy']",False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
870,Anger Management,2003,PG-13,106,6.2,195745823,#e3ba95,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
871,Tropic Thunder,2008,R,107,7,195702963,#963e18,"['Action', 'Comedy', 'War']",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
872,The Shape of Water,2017,R,123,7.3,195333312,#094353,"['Drama', 'Fantasy', 'Romance']",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
873,Rocketman,2019,R,121,7.3,195320400,#622f4d,"['Biography', 'Drama', 'Musical']",False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
874,The Pelican Brief,1993,PG-13,141,6.6,195268056,#ec9767,"['Crime', 'Drama', 'Mystery']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
875,The BFG,2016,PG,117,6.4,195243411,#4f4a95,"['Adventure', 'Family', 'Fantasy']",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
876,The Intern,2015,PG-13,121,7.1,194564672,#665d5c,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
877,Wallace & Gromit: The Curse of the Were-Rabbit,2005,G,85,7.5,194137091,#3a4f66,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
878,Gnomeo & Juliet,2011,G,84,5.9,193967670,#757048,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
879,Weathering with You,2019,PG-13,112,7.5,193932489,#0e93c1,"['Animation', 'Drama', 'Fantasy']",False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
880,The Sum of All Fears,2002,PG-13,124,6.4,193921372,#af3425,"['Action', 'Drama', 'Thriller']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
881,Gangs of New York,2002,R,167,7.5,193772504,#82643b,"['Crime', 'Drama']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
882,The Monkey King 2,2016,Not Rated,119,5.9,193678298,#e4dabc,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
883,Paranormal Activity,2007,R,86,6.3,193355800,#3c5472,"['Horror', 'Mystery']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
884,The Equalizer,2014,R,132,7.2,192330738,#71706d,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
885,The Lego Movie 2: The Second Part,2019,PG,107,6.6,192306508,#1a46b0,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
886,Sheep Without a Shepherd,2019,Not Rated,112,6.8,191602146,#cdc0b4,"['Crime', 'Drama', 'Thriller']",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
887,The Addams Family,1991,PG-13,99,6.9,191502426,#72727d,"['Comedy', 'Fantasy']",False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
888,The Longest Yard,2005,PG-13,113,6.4,191466556,#8e4d41,"['Comedy', 'Crime', 'Sport']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
889,The Santa Clause,1994,PG,97,6.5,190539357,#951d18,"['Comedy', 'Drama', 'Family']",False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
890,Cheaper by the Dozen,2003,PG,98,5.9,190538630,#8c4b2e,"['Comedy', 'Family']",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
891,The Equalizer 2,2018,R,121,6.7,190400157,#502921,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
892,Hollow Man,2000,R,112,5.8,190213455,#3f3535,"['Action', 'Horror', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
