,Title,Year,Audience,Runtime,Rating,Earnings,Color,Genres,G_Action,G_Adventure,G_Animation,G_Biography,G_Comedy,G_Crime,G_Documentary,G_Drama,G_Family,G_Fantasy,G_History,G_Horror,G_Music,G_Musical,G_Mystery,G_Romance,G_SciFi,G_Thriller,G_War,G_Western
238,Star Wars: Episode VI - Return of the Jedi,1983,PG,131,8.3,475106177,#1c5d92,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
239,Charlie and the Chocolate Factory,2005,PG,115,6.7,474968763,#eaafb0,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
240,Indiana Jones and the Last Crusade,1989,PG-13,127,8.3,474171806,#be8863,"['Action', 'Adventure']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,San Andreas,2015,PG-13,114,6.1,474009154,#2c3137,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
242,It Chapter Two,2019,R,169,6.5,473093228,#cbd8dd,"['Drama', 'Fantasy', 'Horror']",False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
243,Jaws,1975,PG,124,8.1,471411300,#4a7fa0,"['Adventure', 'Thriller']",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
244,Wreck-It Ralph,2012,PG,101,7.7,471222889,#ca0a0a,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
245,The Hangover,2009,R,100,7.7,469310836,#9b714b,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,Godzilla vs. Kong,2021,PG-13,113,6.3,468216094,#db6339,"['Action', 'Sci-Fi', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
247,The Lego Movie,2014,PG,100,7.7,468060692,#94524a,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,Bumblebee,2018,PG-13,114,6.7,467989645,#965829,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
249,Star Trek Into Darkness,2013,PG-13,132,7.7,467365246,#2d373e,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
250,The Matrix,1999,R,136,8.7,467222728,#416476,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
251,Gladiator,2000,R,155,8.5,465380802,#ddd7bd,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
252,Pretty Woman,1990,R,119,7.1,463406268,#e31e63,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
253,Cars,2006,G,117,7.2,461991867,#a96651,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,The Eight Hundred,2020,Not Rated,149,6.7,461421559,#7a704f,"['Action', 'Drama', 'History']",True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
255,X-Men: The Last Stand,2006,PG-13,104,6.7,460435291,#273640,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
256,National Treasure: Book of Secrets,2007,PG,124,6.5,459242249,#453f3a,"['Action', 'Adventure', 'Mystery']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
257,Lucy,2014,R,89,6.4,458863600,#cacaca,"['Action', 'Sci-Fi', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
258,Mission: Impossible,1996,PG-13,110,7.1,457696391,#2f3436,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
259,300,2006,R,117,7.6,456068181,#ac836d,"['Action', 'Drama']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
260,Demon Slayer the Movie: Mugen Train,2020,R,117,8.3,454779627,#962e32,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,The Last Samurai,2003,R,154,7.8,454627263,#754a30,"['Action', 'Drama']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
262,Dying to Survive,2018,Not Rated,117,7.9,451183391,#8c684c,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
263,Ocean's Eleven,2001,PG-13,116,7.7,450717150,#c5432b,"['Crime', 'Thriller']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
264,"My People, My Country",2019,Not Rated,154,6.4,450064993,#af7849,"['Drama', 'History']",False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
265,Thor,2011,PG-13,115,7,449326618,#43525e,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
266,Pearl Harbor,2001,PG-13,183,6.2,449220945,#4b4e42,"['Action', 'Drama', 'History']",True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
267,La La Land,2016,PG-13,128,8,448906865,#3c19a2,"['Comedy', 'Drama', 'Music']",False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
268,Tarzan,1999,G,88,7.3,448191819,#7b5b2c,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,Men in Black II,2002,PG-13,88,6.1,445135288,#8f8c8c,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270,The Bourne Ultimatum,2007,PG-13,115,8,444100035,#1f4560,"['Action', 'Mystery', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
271,The Mummy Returns,2001,PG-13,130,6.4,443280904,#8f422a,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
272,Alvin and the Chipmunks: The Squeakquel,2009,PG,88,4.5,443140005,#d56036,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
273,Les Miserables,2012,PG-13,158,7.6,442299309,#272e33,"['Drama', 'Musical', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
274,The Exorcist,1973,R,122,8.1,441306145,#b78fd4,['Horror'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
275,Mrs. Doubtfire,1993,PG-13,125,7.1,441286195,#956a65,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
276,Terminator Genisys,2015,PG-13,126,6.3,440603537,#915632,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
277,Warcraft,2016,PG-13,123,6.8,439048914,#342e31,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
278,The Greatest Showman,2017,PG,105,7.6,436949634,#c8aa82,"['Biography', 'Drama', 'Musical']",False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
279,A Star Is Born,2018,R,136,7.6,436188866,#d0cec9,"['Drama', 'Music', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
280,Pokemon Detective Pikachu,2019,PG,104,6.6,433514834,#e3ba2a,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
281,Terminator 3: Rise of the Machines,2003,R,109,6.3,433371112,#646e77,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
282,Shang-Chi and the Legend of the Ten Rings,2021,PG-13,132,7.5,432233010,#325868,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
283,Die Another Day,2002,PG-13,133,6.1,431971116,#a6b7cc,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
284,The Secret Life of Pets 2,2019,PG,86,6.5,430051293,#345399,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285,Cast Away,2000,PG-13,143,7.8,429632142,#a57c77,"['Adventure', 'Drama', 'Romance']",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
286,Rampage,2018,PG-13,107,6.1,428028233,#21201a,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
287,The King's Speech,2010,R,118,8,427374317,#f9a71e,"['Biography', 'Drama', 'History']",False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
288,The Matrix Revolutions,2003,R,129,6.7,427344325,#579d80,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
289,The Intouchables,2011,R,112,8.5,426588510,#7a6757,"['Biography', 'Comedy', 'Drama']",False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
290,Bad Boys for Life,2020,R,124,6.5,426505244,#c3a286,"['Action', 'Comedy', 'Crime']",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291,Django Unchained,2012,R,165,8.5,426074373,#433b3b,"['Drama', 'Western']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
292,Beauty and the Beast,1991,G,84,8.1,424967620,#7d343c,"['Animation', 'Family', 'Fantasy']",False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
293,Dances with Wolves,1990,PG-13,181,8.1,424208848,#784c70,"['Adventure', 'Drama', 'Western']",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
294,"My People, My Homeland",2020,Not Rated,153,6.5,422390820,#bc5a2f,['Drama'],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
295,The Chronicles of Narnia: Prince Caspian,2008,PG,150,6.5,419665568,#882219,"['Action', 'Adventure', 'Family']",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
296,Sex and the City,2008,R,145,5.7,418765519,#2427d4,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
297,The Captain,2019,Not Rated,111,6.2,417282021,#484345,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
298,The Mummy,1999,PG-13,124,7.1,415933406,#e98119,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
299,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,113,6.3,415686217,#ae7858,"['Adventure', 'Family', 'Fantasy']",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
300,Jason Bourne,2016,PG-13,123,6.6,415484914,#233447,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
301,The Wolverine,2013,PG-13,126,6.7,414828246,#4e565c,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
302,Kingsman: The Secret Service,2014,R,129,7.7,414351546,#816659,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
303,Night at the Museum: Battle of the Smithsonian,2009,PG,105,6,413106170,#567993,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
304,Batman,1989,PG-13,126,7.5,411508343,#eeb689,"['Action', 'Adventure']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
305,The Bodyguard,1992,R,129,6.3,411006740,#4b5274,"['Action', 'Drama', 'Music']",True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
306,Pacific Rim,2013,PG-13,131,6.9,411002906,#5f656c,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
307,Kingsman: The Golden Circle,2017,R,141,6.7,410902662,#e2d3b0,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,The Mummy,2017,PG-13,110,5.4,409231607,#494745,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
309,Ice Age: Collision Course,2016,PG,94,5.7,408754975,#0e639a,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,Twilight,2008,PG-13,122,5.3,408430415,#513e35,"['Drama', 'Fantasy', 'Romance']",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
311,Signs,2002,PG-13,106,6.8,408247917,#b13813,"['Drama', 'Mystery', 'Sci-Fi']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
312,X2: X-Men United,2003,PG-13,134,7.4,407711549,#7f777d,"['Action', 'Sci-Fi', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
313,Alita: Battle Angel,2019,PG-13,122,7.3,404980543,#517f96,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
314,The Mummy: Tomb of the Dragon Emperor,2008,PG-13,112,5.2,403449830,#ab3d14,"['Action', 'Fantasy', 'Horror']",True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
315,Prometheus,2012,R,124,7,403354469,#2b6066,"['Adventure', 'Mystery', 'Sci-Fi']",False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
316,Gone with the Wind,1939,Passed,238,8.2,402352579,#c22b19,"['Drama', 'History', 'Romance']",False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
317,Mamma Mia! Here We Go Again,2018,PG-13,114,6.6,402254384,#6a5b52,"['Comedy', 'Musical', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
318,Eternals,2021,PG-13,156,6.4,402027582,#716554,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
319,TRON: Legacy,2010,PG,125,6.8,400063852,#1c8090,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
320,Mission: Impossible III,2006,PG-13,126,6.9,398479497,#d3dae0,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
321,Dune,2021,PG-13,155,8.1,398276785,#6a9390,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
322,Snow White and the Huntsman,2012,PG-13,127,6.1,396592829,#393e40,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
323,Grease,1978,PG,110,7.2,396271103,#d6b7a6,"['Comedy', 'Musical', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
324,Toy Story,1995,G,81,8.3,394436586,#1f6daa,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,Solo: A Star Wars Story,2018,PG-13,135,6.9,392924807,#d0260b,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
326,The Wolf of Wall Street,2013,R,180,8.2,392000694,#9a7e5d,"['Biography', 'Comedy', 'Crime']",False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327,Superman Returns,2006,PG-13,154,6.1,391081192,#115973,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
328,Robin Hood: Prince of Thieves,1991,PG-13,143,6.9,390493908,#b93109,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
329,Indiana Jones and the Raiders of the Lost Ark,1981,PG,115,8.4,389925971,#9b3f14,"['Action', 'Adventure']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
330,Independence Day: Resurgence,2016,PG-13,120,5.2,389681935,#3b3136,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
331,Live Free or Die Hard,2007,PG-13,128,7.1,388156011,#906b45,"['Action', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
332,Monster Hunt,2015,TV-Y7,117,6.1,387053506,#1e3650,"['Adventure', 'Comedy', 'Fantasy']",False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
333,Godzilla: King of the Monsters,2019,PG-13,132,6,386600138,#136c99,"['Action', 'Adventure', 'Fantasy']",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
334,Home,2015,PG,94,6.6,386041607,#6fbeca,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335,Star Trek,2009,PG-13,127,8,385680446,#c7d4d8,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
336,1917,2019,R,119,8.3,384919389,#3a5780,"['Action', 'Drama', 'War']",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
337,Happy Feet,2006,PG,108,6.4,384336108,#5a8dbf,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
338,Cars 3,2017,G,102,6.7,383930656,#526e83,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
339,Ice Age,2002,PG,81,7.5,383257136,#3aa2d6,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
340,Back to the Future,1985,PG,116,8.6,381906762,#693426,"['Adventure', 'Comedy', 'Sci-Fi']",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
341,Fifty Shades Darker,2017,R,118,4.6,381545846,#272d3a,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
342,Monsters vs. Aliens,2009,PG,94,6.5,381509870,#70aed3,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
343,Black Widow,2021,PG-13,134,6.7,379631351,#621a16,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
344,Godzilla,1998,PG-13,139,5.4,379014294,#364c5e,"['Action', 'Sci-Fi', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
345,True Lies,1994,R,141,7.3,378882411,#4b3b3a,"['Action', 'Comedy', 'Thriller']",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
346,Slumdog Millionaire,2008,R,120,8,378410542,#6a34d4,"['Drama', 'Romance']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
347,Taken 2,2012,PG-13,92,6.2,376152455,#312929,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
348,G.I. Joe: Retaliation,2013,PG-13,110,5.8,375740705,#99a6a9,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
349,Mad Max: Fury Road,2015,R,120,8.1,375658750,#f3d44f,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
350,Spider-Man: Into the Spider-Verse,2018,PG,117,8.4,375540831,#bf9764,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
351,Shark Tale,2004,PG,90,6,374583879,#2d4e7a,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
352,Once Upon a Time... In Hollywood,2019,R,161,7.6,374565754,#d7593c,"['Comedy', 'Drama']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
353,What Women Want,2000,PG-13,127,6.4,374111707,#a86947,"['Comedy', 'Fantasy', 'Romance']",False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
354,The Adventures of Tintin,2011,PG,107,7.3,373993951,#3a4b4f,"['Animation', 'Action', 'Adventure']",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355,Batman Begins,2005,PG-13,140,8.3,373661946,#8c5626,"['Action', 'Crime', 'Drama']",True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
356,Penguins of Madagascar,2014,PG,92,6.7,373515621,#c1b4a7,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
357,X-Men Origins: Wolverine,2009,PG-13,107,6.6,373062864,#865a42,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
358,The Golden Compass,2007,PG-13,113,6.1,372234864,#4b8cb2,"['Adventure', 'Family', 'Fantasy']",False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
359,Fifty Shades Freed,2018,R,105,4.5,371987838,#080e17,"['Drama', 'Romance', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
360,Hitch,2005,PG-13,118,6.7,371594210,#cec5c5,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
361,Terminator Salvation,2009,PG-13,115,6.5,371353001,#735e4e,"['Action', 'Sci-Fi']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
362,Captain America: The First Avenger,2011,PG-13,124,6.9,370569774,#53393b,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
363,Edge of Tomorrow,2014,PG-13,113,7.9,370541256,#757d80,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
364,There's Something About Mary,1998,R,119,7.1,369884651,#cb3939,"['Comedy', 'Romance']",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
365,Gone Girl,2014,R,149,8.1,369330363,#152e41,"['Drama', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
366,The Fugitive,1993,PG-13,130,7.8,368875760,#503133,"['Action', 'Crime', 'Drama']",True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
367,Jurassic Park III,2001,PG-13,92,5.9,368780809,#72757a,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
368,My Big Fat Greek Wedding,2002,PG,95,6.6,368744044,#504e66,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
369,Hello Mr. Billionaire,2018,Not Rated,118,6.1,366961907,#aa671b,['Comedy'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
370,Die Hard with a Vengeance,1995,R,128,7.6,366101666,#a47d78,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
371,Shazam!,2019,PG-13,132,7,365971656,#6d3c25,"['Action', 'Adventure', 'Comedy']",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,The Nun,2018,R,96,5.3,365551694,#cfc1b3,"['Horror', 'Mystery', 'Thriller']",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
373,Alvin and the Chipmunks,2007,PG,92,5.2,365352546,#952521,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
374,Notting Hill,1999,PG-13,124,7.2,363889678,#9fa7a4,"['Comedy', 'Drama', 'Romance']",False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
375,Tenet,2020,PG-13,150,7.4,363656624,#9bb3c0,"['Action', 'Sci-Fi', 'Thriller']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
376,A Bug's Life,1998,G,95,7.2,363258859,#89c04f,"['Animation', 'Adventure', 'Comedy']",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
377,Night at the Museum: Secret of the Tomb,2014,PG,98,6.2,363204635,#1f2b3d,"['Adventure', 'Comedy', 'Family']",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
378,Ocean's Twelve,2004,PG-13,125,6.5,362744280,#c90404,"['Crime', 'Thriller']",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
379,Planet of the Apes,2001,PG-13,119,5.7,362211740,#49545b,"['Action', 'Adventure', 'Sci-Fi']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
380,The Hangover Part III,2013,R,100,5.8,362000072,#c1ab85,"['Comedy', 'Crime']",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381,The World Is Not Enough,1999,PG-13,128,6.4,361832400,#f2cd45,"['Action', 'Adventure', 'Thriller']",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
382,Monster Hunt 2,2018,Not Rated,110,5.4,361682618,#cc7544,"['Adventure', 'Comedy', 'Fantasy']",False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
383,Fast & Furious,2009,PG-13,107,6.6,360366870,#202f4b,"['Action', 'Crime', 'Thriller']",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
384,Noah,2014,PG-13,138,5.8,359200044,#385673,"['Action', 'Adventure', 'Drama']",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
385,The Karate Kid,2010,PG,140,6.2,359126022,#b62c08,"['Action', 'Drama', 'Family']",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
